2022-08-14 16:22:02,24506.34,0,1000
2022-08-14 16:22:05,24505.64,0,1000
2022-08-14 16:22:09,24501.83,0,1000
2022-08-14 16:22:11,24499.0,0,1000
2022-08-14 16:22:14,24487.43,0,1000
2022-08-14 16:22:17,24496.52,0,1000
2022-08-14 16:22:23,24492.11,0,1000
2022-08-14 16:22:25,24492.11,0,1000
2022-08-14 16:22:28,24493.49,0,1000
2022-08-14 16:22:31,24490.47,0,1000
2022-08-14 16:22:42,24497.36,0,1000
2022-08-14 16:22:51,24505.14,0,1000
2022-08-14 16:23:00,24505.14,0,1000.0
2022-08-14 16:23:02,24505.14,0,1000.0
2022-08-14 16:23:21,24504.19,0,1000.0
2022-08-14 16:23:23,24504.19,0,1000.0
2022-08-14 16:23:26,24503.18,0,1000.0
2022-08-14 16:23:37,24501.38,0,1000.0
2022-08-14 16:23:40,24502.69,0,1000.0
2022-08-14 16:23:43,24509.07,0,1000.0
2022-08-14 16:23:49,24512.38,0,1000.0
2022-08-14 16:24:00,24512.38,1,1000.0661770000003
2022-08-14 16:24:02,24512.38,1,1000.0661770000003
2022-08-14 16:24:26,24509.9,1,1000.0661770000003
2022-08-14 16:24:37,24506.91,1,1000.0661770000003
2022-08-14 16:24:39,24512.42,1,1000.0661770000003
2022-08-14 16:24:42,24508.9,1,1000.0661770000003
2022-08-14 16:25:00,24508.9,0,999.779410000001
2022-08-14 16:25:02,24508.9,0,999.779410000001
2022-08-14 16:25:10,24509.98,0,999.779410000001
2022-08-14 16:25:20,24510.7,0,999.779410000001
2022-08-14 16:26:00,24510.7,1,999.831268
2022-08-14 16:26:02,24510.7,1,999.831268
2022-08-14 16:26:05,24506.59,1,999.831268
2022-08-14 16:26:08,24505.27,1,999.831268
2022-08-14 16:26:12,24505.27,1,999.831268
2022-08-14 16:26:15,24509.3,1,999.831268
2022-08-14 16:26:19,24504.49,1,999.831268
2022-08-14 16:26:24,24499.98,1,999.831268
2022-08-14 16:26:26,24498.15,1,999.831268
2022-08-14 16:26:29,24501.29,1,999.831268
2022-08-14 16:27:00,24501.29,0,999.3804130000008
2022-08-14 16:27:02,24501.29,0,999.3804130000008
2022-08-14 16:27:11,24495.82,0,999.3804130000008
2022-08-14 16:27:26,24500.15,0,999.3804130000008
2022-08-14 16:27:43,24501.62,0,999.3804130000008
2022-08-14 16:27:45,24502.99,0,999.3804130000008
2022-08-14 16:27:52,24505.62,0,999.3804130000008
2022-08-14 16:28:00,24505.62,1,999.5247639999997
2022-08-14 16:28:02,24505.62,1,999.5247639999997
2022-08-14 16:28:26,24501.35,1,999.5247639999997
2022-08-14 16:29:00,24501.35,0,999.1342810000006
2022-08-14 16:29:02,24501.35,0,999.1342810000006
